"_id","id","publishedAt","channelId","title","channelTitle","categoryId","duration","definition","caption","licensedContent","madeForKids","viewCount","likeCount","dislikeCount","favoriteCount","commentCount","defaultAudioLanguage"
"UK_106","-t_Gz3lGwF8","2020-04-07T03:49:23.000Z","UCZn5C_sjPp9Dn4heTiN1xeA","Best Fit Face Mask Tutorial Video","Brittany Bailey","26","PT6M58S","hd","true","True","False","1577014","56264","1008","0","1364","en-US"
"UK_107","bpXwOSHTwsY","2020-04-16T14:00:09.000Z","UCb4JB8-ZAeceuR7EPCPOPzg","Andrea Bocelli: Amazing Grace – Music For Hope (Live From Duomo di Milano)","Andrea Bocelli","10","PT4M58S","hd","false","True","False","1244846","44018","514","0","1562",NULL
"UK_108","l8kslNSKMfc","2020-04-16T13:00:22.000Z","UC1sELGmy5jp5fQUugmuYlXQ","Announcing the Minecraft with RTX for Windows 10 Beta!","Minecraft","20","PT1M7S","hd","true","False","False","1952403","99523","1760","0","16521","en"
"UK_109","RjFBaravNL4","2020-04-16T14:33:25.000Z","UCd3Llj2WWJh8ItfYl32eJ4Q","THE YUNGBLUD SHOW LIVE ep.2","YUNGBLUD","10","PT28M49S","hd","false","False","False","194863","24259","142","0","2364",NULL
"UK_110","IVx96LmffnM","2020-04-16T14:31:00.000Z","UCpSgg_ECBj25s9moCDfSTsA","Homemade Egg Fried Rice | Keep Cooking & Carry On  | Jamie Oliver","Jamie Oliver","24","PT5M17S","hd","true","True","False","695186","16996","563","0","1119","en"
"UK_111","_VP8ftQXAQE","2020-04-16T06:11:27.000Z","UC9gFih9rw0zNCK3ZtoKQQyA","Bunny's One Year Update","JennaMarbles","23","PT23M26S","hd","false","True","False","2226109","238968","758","0","17340",NULL
"UK_112","pt4mZaYzmII","2020-04-15T23:32:05.000Z","UC-rN2gfG9OhqitnrRPnPmHg","IT'S TIME WE SHARE THIS...","THIS IS L&S","22","PT13M18S","hd","false","True","False","2760937","138315","6720","0","22364",NULL
"UK_113","SC0yTCpx5IQ","2020-04-16T12:37:28.000Z","UCH6vXjt-BA7QHl0KnfL-7RQ","AMBUSH (At home special)","Simon's Cat","1","PT1M22S","hd","false","True","False","407691","21872","481","0","823","en-GB"
"UK_114","QXpbjzofb7Y","2020-04-15T22:10:01.000Z","UCfdNM3NAhaBOXCafH7krzrA","When Will Coronavirus Pandemic End?","The Infographics Show","27","PT6M39S","hd","true","True","False","2053448","54046","3095","0","10388","en"
"UK_115","pq1VJx72fFU","2020-04-16T16:15:23.000Z","UCuE1A4MDBt8YkgUkRAKMtjw","Kehlani - ""Everybody Business"" (Quarantine Style) Official Video","Kehlani","10","PT3M26S","hd","false","True","False","1129307","94551","917","0","3161","en"
"UK_116","d_fX1vLxCEM","2020-04-16T14:16:03.000Z","UCLe_kjXzRP_0opzw-BXiQxw","Apple Sent Us The iPhone SE 2","XtremeGamez","24","PT10M59S","hd","false","True","False","1020399","62514","17749","0","21837","en"
"UK_117","QWUyKHuv91g","2020-04-16T14:00:20.000Z","UCSNxIry_FPFcQDFRbi3VOAw","The Captain's Guitar Collection - History, Specs & of Course... The Tones!","Andertons Music Co","10","PT48M31S","hd","false","True","False","128437","3559","55","0","847","en-GB"
"UK_118","Y6r3dagxFC0","2020-04-14T21:06:35.000Z","UCKSxNv7X_ewMbXgs134rCJA","Charles Ingram Has NEVER Heard Of Craig David! | Who Wants To Be A Millionaire","Who Wants To Be A Millionaire?","24","PT5M52S","hd","false","True","False","763694","4093","275","0","1978","en-GB"
"UK_119","45u1Xv58zkM","2020-04-16T13:58:05.000Z","UC52XYgEExV9VG6Rt-6vnzVA","Destiny 2: Shadowkeep – Guardian Games – Gameplay Trailer","destinygame","20","PT50S","hd","false","False","False","309743","9242","827","0","2092",NULL
"UK_120","b2BVYLyua88","2020-04-17T10:00:21.000Z","UCJHA_jMfCvEnv-3kRjTCQXw","Leftover Fried Chicken 3 Ways | Bonus with Babish","Binging with Babish","24","PT10M8S","hd","false","True","False","1498061","64894","660","0","3386","en"
"UK_121","ppWPuXsnf1Q","2020-04-16T21:25:09.000Z","UCYO_jab_esuFRV4b17AJtAw","Lockdown math announcement","3Blue1Brown","27","PT2M13S","hd","false","True","False","489608","41672","197","0","2639","en"
"UK_122","cABsHbhqv7Q","2020-04-16T08:34:18.000Z","UCAxW1XT0iEJo0TYlRfn6rYQ","PE With Joe | Thursday 16th April","The Body Coach TV","17","PT27M37S","hd","false","True","False","875051","39259","417","0","956",NULL
"UK_123","tJk8UevZbIs","2020-04-16T09:00:35.000Z","UC_mneEC0wc29EGGmIsN_xLA","Filling Up on Cheese Before Dinner","Aunty Donna","23","PT3M3S","hd","true","True","False","416956","20116","217","0","841","en-GB"
"UK_124","4fgrbWfUrO4","2020-04-14T17:18:24.000Z","UCUs8sGiP4avNaYNVO22INhQ","Machine Gun Kelly - In These Walls","Machine Gun Kelly","10","PT2M46S","hd","false","True","False","6523675","322790","8493","0","25353",NULL
"UK_125","8OudfiD6NZw","2020-04-15T16:00:06.000Z","UCY30JRSgfhYXA6i6xX1erWg","Every Awkward Moment Ever","Smosh","23","PT10M13S","hd","true","True","False","1242987","57179","1176","0","4009","en"
"UK_126","Yk38rbslUcc","2020-04-16T08:35:00.000Z","UCJ0uqCI0Vqr2Rrt1HseGirg","Lewis Capaldi: Before You Go","The Late Late Show with James Corden","24","PT4M24S","hd","true","True","False","747706","52318","167","0","1792","en"
"UK_127","wDcSigYUYZQ","2020-04-16T13:02:38.000Z","UC4UQFLK99sYuG1b8oRd5BvQ","Trivium - Amongst The Shadows & The Stones (Official Audio)","Trivium","10","PT5M41S","hd","false","True","False","354120","23262","208","0","2071","en-US"
"UK_128","lWoUHwikzjU","2020-04-15T16:48:36.000Z","UCxSb7Ar4ZLhLTWhgCSwHSUg","let's FINALLY address... the toxicity of AFRICAN AUNTIES ft NELLA & ADEOLA","ANNIE DREA","22","PT13M8S","hd","false","True","False","147704","22306","152","0","1732","en"
"UK_129","3SHN4xUUuIw","2020-04-15T19:02:41.000Z","UC9fSZHEh6XsRpX-xJc6lT3A","The NEW iPhone SE (2020) Is Here!","UrAvgConsumer","28","PT7M20S","hd","false","True","False","1218532","27322","4733","0","3354","en"
"UK_130","fqTDfpIpub4","2020-04-16T15:00:31.000Z","UCp68_FLety0O-n9QU6phsgw","Colin Furze Workshop/Tools Tour & Wolverine Claws","colinfurze","2","PT26M18S","hd","false","True","False","1575796","80370","582","0","4151","en-GB"
"UK_131","a70dbulRjx0","2020-04-15T17:15:01.000Z","UCgFvT6pUq9HLOvKBYERzXSQ","Teaching My Girlfriend How To SLAP BASS","Davie504","24","PT10M3S","hd","false","True","False","2572597","441153","2308","0","34134","en"
"UK_132","NJeAp3IhVhQ","2020-04-14T20:00:11.000Z","UCz7h6Eshwht37ryP7up2NmQ","Russ Millions - Playground 2 | Link Up TV","Link Up TV","10","PT2M27S","hd","false","True","False","321660","11700","2104","0",NULL,NULL
"UK_133","ZqBP3kXi9jM","2020-04-16T17:47:44.000Z","UC5eu9MzNjQFWnYrbls5JPCA","Crysis Remastered - Official Teaser","Crysis","20","PT38S","hd","false","True","False","609051","19852","642","0","3399",NULL
"UK_134","thioGeqPCNM","2020-04-14T21:30:02.000Z","UCM7I_NC8mIyNLlslSi129ow","$40 YETI Bucket vs Generic Bucket","You Betcha","23","PT5M8S","hd","false","True","False","579546","13449","567","0","1011","en"
"UK_135","v71vugKdkO4","2020-04-15T23:45:45.000Z","UCdBK94H6oZT2Q7l0-b0xmMg","Unboxing the smallest GAMING PC you can buy! - Intel Ghost Canyon NUC","ShortCircuit","22","PT9M40S","hd","true","True","False","1357514","41739","837","0","4463","en"
"UK_136","46zTCXaOl3I","2020-04-16T20:30:53.000Z","UCdN4aXTrHAtfgbVG9HjBmxQ","How to Ruin a Joke - Key & Peele","Key & Peele","23","PT3M16S","hd","true","True","False","1207287","43747","631","0","2369","en"
"UK_137","1HtF5BZbCBM","2020-04-16T10:25:08.000Z","UCjcPJbFDwVZZELGG38q2cLQ","Every WWE Superstar/Staff Member Released So Far...","Cultaholic Wrestling","17","PT24M52S","hd","false","True","False","147143","3689","114","0","1010","en"
"UK_138","rxdpozZtJkc","2020-04-15T15:00:11.000Z","UC2negrvcHbkYTG4ZIm7X9tA","Declan McKenna - The Key to Life on Earth (Official Video)","DeclanMcKennaVEVO","10","PT4M30S","hd","false","True","False","384181","51034","145","0","3124",NULL
"UK_139","pmjmviBXX-Y","2020-04-15T16:08:47.000Z","UCBKFH7bU2ebvO68FtuGjyyw","TRYING ON WISH WEDDING DRESSES...$1000 LIGHT UP DRESS!?","Roxxsaurus","26","PT20M20S","hd","false","True","False","1373230","66179","897","0","2769","en-GB"
"UK_140","F2RTtGf69UI","2020-04-15T15:58:16.000Z","UCDlQwv99CovKafGvxyaiNDA","This is the $399 iPhone SE 2! (2020)","Jonathan Morrison","28","PT4M5S","hd","false","True","False","1470784","29764","9002","0","3901","en"
"UK_141","Rl-FbOp2Mwg","2020-04-15T15:30:09.000Z","UC2rJLq19N0dGrxfib80M_fg","KSI Talks New Album, Girlfriend, RiceGum Shade & Jake Paul Fight","HollywoodLife","24","PT15M21S","hd","false","True","False","409710","13452","211","0","2011","en"
"UK_142","WiSCwNC6kqs","2020-04-16T13:00:11.000Z","UCcOkA2Xmk1valTOWSyKyp4g","Susan Enters the Time War! | Susan's War Trailer | Doctor Who","Doctor Who","24","PT1M22S","hd","false","True","False","62784","2472","48","0","458","en-GB"
"UK_143","TK42oKon_5I","2020-04-15T22:36:44.000Z","UCq8jp0E99ELBvmBxjJ-JLgA","Why WWE Will Never Be The Same Again","WhatCulture Wrestling","17","PT10M13S","hd","false","True","False","461427","13523","402","0","3621","en-US"
"UK_144","6jKGGyK5grg","2020-04-15T19:45:11.000Z","UChIjQmxk48Fn8UYdJH2NaoQ","How to GLOW UP in quarantine","Alivia D'Andrea","26","PT13M1S","hd","false","True","False","652073","66066","612","0","3138","en"
"UK_145","6d9XjnV2iKA","2020-04-16T01:44:15.000Z","UCOSIXyYdT93OzpRnAuWaKjQ","Luke Combs - Six Feet Apart (Unreleased Original)","Luke Combs","10","PT3M3S","hd","false","False","False","1836275","54480","520","0","1974",NULL
"UK_146","_HhAzr5DLik","2020-04-16T01:00:14.000Z","UCOmHUn--16B90oW2L6FRR3A","BLACKPINK - '붐바야 (BOOMBAYAH)' Live at Coachella 2019","BLACKPINK","10","PT4M25S","hd","false","True","False","2184910","254649","4440","0","17707","ko"
"UK_147","DG-0EQstJkQ","2020-04-15T15:00:06.000Z","UCaO6TYtlC8U5ttz62hTrZgg","GOT7 ""NOT BY THE MOON"" M/V TEASER 2","jypentertainment","10","PT24S","hd","false","True","False","2090088","296919","1932","0","22936","ko"
"UK_148","gLLrFCMi5vI","2020-04-16T07:00:25.000Z","UCzb-6smlTg5UPirLdsdQ_cQ","Quarantine Catholic Confession - Foil Arms and Hog","Foil Arms and Hog","23","PT3M14S","hd","false","True","False","165511","10005","75","0","392","en"
"UK_149","-6XwN_wu3KU","2020-04-16T01:00:18.000Z","UCOmHUn--16B90oW2L6FRR3A","BLACKPINK - 'Kill This Love' Live at Coachella 2019","BLACKPINK","10","PT3M49S","hd","false","True","False","2314707","282473","4444","0","16967","ko"
"UK_150","uLj9WfoWPSQ","2020-04-15T15:00:36.000Z","UCNSMdQtn1SuFzCZjfK2C7dQ","Groundbreaking Motorcycle Helmets – Best of 2020","FortNine","2","PT10M16S","hd","false","True","False","443295","18466","216","0","1215","en"
"UK_151","w73eRM-6e6M","2020-04-15T13:00:35.000Z","UC3DFdy_qc-cqgKCyQTHLGzA","Locked down on Berm Peak with my buddies","BKXC","17","PT10M40S","hd","false","False","False","225659","6770","176","0","311","en"
"UK_152","2ZP5oG69c3Q","2020-04-14T16:00:04.000Z","UCJfPq9SiuIIZN6i_aez4hZg","i cut my hair off and dyed it brown","KT Franklin","24","PT8M39S","hd","false","True","False","178689","14813","123","0","1462","en"
"UK_153","aHF6UETsIRA","2020-04-15T19:42:54.000Z","UCdIrJtBdwusaSoCr8wCmwKg","I Painted My New iPad Pro...and didn't ruin it?!","Chloe Rose Art","22","PT10M17S","hd","false","True","False","215059","20400","339","0","1519","en"
"UK_154","xrAdbH28gIg","2020-04-15T13:00:11.000Z","UCSf-NCzjwcnXErUBW_qeFvA","RATTLE! | Official Lyric Video | Elevation Worship","Elevation Worship","10","PT10M37S","hd","false","True","False","945606","45820","546","0","2480","en"
"UK_155","Q_VFK-9aYYA","2020-04-16T08:10:26.000Z","UC16niRr50-MSBwiO3YDb3RA","Coronavirus: EU seeks 'gradual approach' to lifting of lockdown - BBC News","BBC News","25","PT8M27S","hd","false","True","False","106900","635","79","0","545","en-GB"
"UK_156","m2zH7b2M5E0","2020-04-14T13:08:18.000Z","UCufNJ4wUCXQRAS6M2pjIB6A","Toothy Thomas","Ben Campbell","1","PT27S","hd","false","False","False","1647340","19515","285","0","674",NULL
"UK_157","TdqZ6HZntIQ","2020-04-15T13:00:14.000Z","UCU5PZpCWQgak5w4ztWo9u6w","F1® 2020 | Announce Trailer","F1® Games From Codemasters","20","PT39S","hd","false","False","False","225653","8569","185","0","1150","en"
"UK_158","2Nxi6IjU7zA","2020-04-15T17:25:10.000Z","UCj34AOIMl_k1fF7hcBkD_dw","iPhone SE 2020 Released! Everything New","EverythingApplePro","28","PT5M17S","hd","false","True","False","1679191","40806","2009","0","7079","en"
"UK_159","UQdMxXcfMRc","2020-04-15T19:06:19.000Z","UClfEht64_NrzHf8Y0slKEjw","What if Britain Never Conquered India?","AlternateHistoryHub","27","PT11M9S","hd","false","True","False","332578","20847","434","0","2800","en"
"UK_160","2L43Uh2S-Rw","2020-04-15T17:01:11.000Z","UCZkURf9tDolFOeuw_4RD7XQ","Demi Lovato & Sam Smith - I'm Ready (Teaser)","Demi Lovato","10","PT27S","hd","false","False","False","420583","39067","615","0","1520",NULL
"UK_161","O_il5rXrzx0","2020-04-15T20:05:46.000Z","UCDGuaewBqmqF5buNPnoT1Bg","BREAKING: 18 WWE WRESTLERS HAVE BEEN FIRED IN ONE GO! Wrestling News!","Wrestlelamia","24","PT10M30S","hd","false","True","False","506180","8388","444","0","3554",NULL
"UK_162","ed6UMqGMI9Y","2020-04-14T16:00:10.000Z","UCwtnkRZcvL4bfopzJ-Von8Q","My Youtube Crush - Prom Knight Episode 1 - Merrell Twins","merrelltwins","23","PT16M29S","hd","true","True","False","1602493","89772","1087","0","13794","en"
"UK_163","4IlrAhGlv-A","2020-04-15T14:30:01.000Z","UCXEuQ_O6BUWwhVhcMyXNHgg","BUILDING MORE NEW BACKYARD DIRT JUMPS AND RIDING THEM!! LOCKDOWN EP9","Matt Jones","24","PT17M19S","hd","false","True","False","477406","23565","165","0","3012",NULL
"UK_164","XViJp3wt1IM","2020-04-14T16:45:00.000Z","UCE7FJHXxNl2pPGGgeJkI6zg","Zara McDermott In Tears Over Return of Sam Thompson's Ex, Tiff | Made in Chelsea","Made in Chelsea","24","PT7M51S","hd","false","True","False","241312","1824","79","0","255",NULL
"UK_165","HXX3fTxvhFk","2020-04-14T18:00:13.000Z","UCwxK6Ba2IzJXw8gW2ZPjHSw","Taze - Zesser (Music Video) Prod By D3nz | Pressplay","Pressplay Media","10","PT3M4S","hd","false","True","False","222303","9627","274","0","1251","en-GB"
"UK_166","_S7x1_jlPYY","2020-04-15T15:39:01.000Z","UCaP1PNnr055fOt89JPry51w","Apple's $399 iPhone SE (2020) is Officially Here!","Justin Tse","28","PT3M24S","hd","false","True","False","459593","11264","684","0","5435","en"
"UK_167","2KnHDpq0Mw8","2020-04-15T17:00:01.000Z","UCsqPiQ5MVY9xCG9Dn1HppfQ","SELF CARE PAMPER ROUTINE 2020!! (LOCKDOWN)","Erin Bowyer","24","PT10M2S","hd","false","False","False","76370","6040","58","0","823",NULL
"UK_168","Ga6snK4x9UE","2020-04-15T16:16:17.000Z","UCUUNkL6Wke6i0P6funa7wdQ","iPhone SE 2 (2020): Everything New!","AppleInsider","28","PT4M","hd","false","True","False","224896","2514","928","0","635","en"
"UK_169","d-nCtbN8uAs","2020-04-15T04:00:09.000Z","UClVrJwcIy7saPcGc1nct80A","A Day To Remember: Mindreader [OFFICIAL VIDEO]","Fueled By Ramen","10","PT2M52S","hd","false","True","False","450468","24196","724","0","1737","en"
"UK_170","rnhEKl_FrXc","2020-04-14T18:28:50.000Z","UC2hFZwNM71iOOCY3guLE7KQ","Unboxing Rare MYSTERY Mini Brands","Little Lia","26","PT12M4S","hd","false","True","False","1979098","57307","4152","0","6465","en"
"UK_171","EcLu2etbx6w","2020-04-14T18:03:56.000Z","UCvvVOIyaYu2l4jiH9L8_eRw","Dax - ""Coronavirus"" (State Of Emergency) [Official Video]","Dax","10","PT3M8S","hd","false","False","False","1030612","77078","4601","0","9539","en"
"UK_172","rWGGcIphxow","2020-04-14T19:00:15.000Z","UCSkKAqmw8DZjU2A-Fupl1_Q","Teenager Is So Overloaded With Chores That She Faints In Front Of Jo | Supernanny","Supernanny","24","PT1M37S","hd","false","True","False","312040","5747","131","0",NULL,"en"
"UK_173","Sy9glE0OACo","2020-04-14T17:00:11.000Z","UCKhnGk6OEu218Dtd37gus-w","D Smoke & Snoop Dogg - Gaspar Yanga (Official Video)","D Smoke","10","PT4M49S","hd","false","True","False","2815513","165030","2616","0","7096",NULL
"UK_174","qGrk957gGBo","2020-04-15T18:52:02.000Z","UCoMdktPbSTixAyNGwb-UYkQ","Coronavirus: Has the lockdown flattened the UK death rate?","Sky News","25","PT2M23S","hd","false","True","False","509462","3145","438","0","1679",NULL
"UK_175","qZE5Yx0YduU","2020-04-15T17:00:32.000Z","UCzfyYtgvkx5mLy8nlLlayYg","Hazbin Hotel + Helluva Boss SPRING SALE","Vivziepop","1","PT1M48S","hd","false","True","False","518432","57586","1231","0","4355","en"
"UK_176","Z9scYCM6MnU","2020-04-15T13:26:34.000Z","UC7UJt97355DaghtQIkcp1-Q","Johnny Orlando - See You (Official Video)","JohnnyOrlandoVEVO","10","PT2M58S","hd","true","True","False","1204953","69387","602","0","16602",NULL
"UK_177","Ms7capx4Cb8","2020-04-09T17:29:33.000Z","UCy0Pr5u-MwGXXzp_GDd4m_g","Explaining the Pandemic to my Past Self","Julie Nolke","23","PT3M","hd","false","True","False","2482307","39478","779","0","1132","en"
"UK_178","aIoVVoGljlc","2020-04-14T17:00:01.000Z","UCYJPby9DRCteedh5tfxVbrw","Try Not To Laugh Challenge #44 — LIVE from Australia!","Smosh Pit","22","PT12M56S","hd","true","True","False","972031","56065","707","0","2797","en"
"UK_179","NTf38G_HwRY","2020-04-14T21:26:30.000Z","UCB0d0JLn1WcGYcwwZ87d2LA","Swapping Outfits With Chantel Jeffries!","Rclbeauty101","23","PT15M17S","hd","false","True","False","1562043","43027","1005","0","1766","en"
"UK_180","aliY82008tk","2020-04-14T17:30:00.000Z","UCPDXXXJj9nax0fr0Wfc048g","If Google Was a Guy: Quarantine Edition","CollegeHumor","23","PT4M4S","hd","true","True","False","1375360","95432","2711","0","4582","en"
"UK_181","UQBGCVDS_eQ","2020-04-15T19:49:18.000Z","UCjDsbbzHgTrGc4Ff26TJtsA","Michael Bublé's Wife Defends Him After Elbow Video | E! News","E! News","24","PT1M59S","hd","false","True","False","172802","291","110","0","626","en"
"UK_182","1IUzZ60CJEI","2020-04-13T19:15:12.000Z","UCbfUA3UGxAWL3muD004g0WQ","Tory Lanez - Who Needs Love (Official Music Video)","Tory Lanez","10","PT3M1S","hd","false","False","False","2386758","101061","1283","0","3404","en"
"UK_183","lRuqDruOh24","2020-04-15T14:00:20.000Z","UCbOCbp5gXL8jigIBZLqMPrw","Harry Styles - Electric Ballroom (London - Dec 19, 2019)","HarryStylesVEVO","10","PT3M47S","hd","false","True","False","554669","116936","199","0","6224",NULL
"UK_184","wnCqVU2b9iw","2020-04-17T08:00:25.000Z","UCOmHUn--16B90oW2L6FRR3A","BLACKPINK - LIVE Blu-ray & DVD 「BLACKPINK 2019-2020 WORLD TOUR IN YOUR AREA-TOKYO DOME-」 TEASER","BLACKPINK","10","PT1M39S","hd","false","True","False","1215363","202953","2425","0","15441","ko"
"UK_185","LVRsYnTXP-Q","2020-04-14T16:00:09.000Z","UCZGYJFUizSax-yElQaFDp5Q","Star Wars: The Clone Wars | Final TV Spot | Disney+","Star Wars","24","PT1M1S","hd","false","True","False","819624","37025","425","0","4547","en-US"
"UK_186","GrsuibV4GZY","2020-04-14T07:21:40.000Z","UCnFROBOMsmkb_-3B7lPH_Ag","Oh My God (Stay Home Edition) | Kaiser Chiefs","Kaiser Chiefs","10","PT3M38S","hd","false","False","False","218737",NULL,NULL,"0","284",NULL
"UK_187","pSZmxU6oRIk","2020-04-14T17:00:30.000Z","UCW6-BQWFA70Dyyc7ZpZ9Xlg","These recent FA Cup semi-finals were EPIC | FA Cup Magic","BBC Sport","17","PT15M29S","hd","false","True","False","237924","2689","42","0","296","en-GB"
"UK_188","mGkOvbd3jHI","2020-04-13T18:30:10.000Z","UCqf2gzmKtH3PaAbt-qgFFsw","Ed's Pig Farm Struggles | 90 Day Fiancé: Before The 90 Days","TLC","24","PT3M1S","hd","false","True","False","3050011","27294","1829","0","11439","en"
"UK_189","iBs3tTLlfp0","2020-04-14T08:30:03.000Z","UCCq8XFEKtvc5u1V-0WeepAg","Car Outtakes! | BLOOPERS | The Inbetweeners","The Inbetweeners","24","PT3M5S","hd","false","True","False","240284","6756","69","0","280","en-GB"
"UK_190","LOWVrkL_DEE","2020-04-14T15:57:37.000Z","UC7zygr3uEiMSkxv-6nbFUGQ","OnePlus 8 Series Launch Event","OnePlus","28","PT56M51S","hd","false","False","False","1068059","32121","3284","0","1655",NULL
"UK_191","xkF3I3jkfCs","2020-04-14T15:30:15.000Z","UClJO9jvaU5mvNuP-XTbhHGw","Rory McIlroy How to Hit a One-Hop Stop Chip | TaylorMade Golf","TaylorMade Golf","17","PT1M27S","hd","false","False","False","175183","1312","56","0","123",NULL
"UK_192","9UaETq2_PsM","2020-04-15T01:18:37.000Z","UCcLevqLUq4hzVxLn3b_ubNw","#StarsInTheHouse #56: GLEE Cast Reunion","The Actors Fund","24","PT1H9M20S","hd","false","False","False","197277","10469","78","0","501",NULL
"UK_193","PvgCEifW7Jo","2020-04-14T14:00:12.000Z","UCJHA_jMfCvEnv-3kRjTCQXw","Binging with Babish: Ben Wyatt's Calzones from Parks & Rec","Binging with Babish","24","PT10M2S","hd","false","True","False","2106845","76644","726","0","4696","en"
"UK_194","huTUOek4LgU","2020-04-12T17:37:35.000Z","UCb4JB8-ZAeceuR7EPCPOPzg","Andrea Bocelli: Music For Hope - Live From Duomo di Milano","Andrea Bocelli","10","PT24M57S","hd","false","True","False","38212470","917015","20836","0","25033",NULL
"UK_195","o5Ejup_nfPY","2020-04-14T21:01:17.000Z","UCVpankR4HtoAVtYnFDUieYA","Pets in Isolation","zefrank1","15","PT3M3S","hd","false","True","False","1119262","90999","703","0","3075","en"
"UK_196","Ct9LWyQbyXA","2020-04-14T15:00:13.000Z","UCaO6TYtlC8U5ttz62hTrZgg","GOT7 ""NOT BY THE MOON"" M/V TEASER","jypentertainment","10","PT1M1S","hd","false","True","False","1818615","324887","1497","0","20617","ko"
"UK_197","hCyb9jVqgSk","2020-04-14T15:59:56.000Z","UC8oimTPVHKiC7oL3QgdKbgg","Kylie Jenner Summons Kris With Tiny Bell | KUWTK | E!","Keeping Up With The Kardashians","24","PT2M38S","hd","false","True","False","2798910","58972","1460","0","3335","en"
"UK_198","Nl2qBUJVNeM","2020-04-13T22:17:07.000Z","UC3EFKdXAU99j3ppGgvTz7XQ","My Boyfriend does my Makeup","Bretman Rock","22","PT18M40S","hd","false","True","False","4083284","251822","7250","0","16144",NULL
"UK_199","bBV-1VNWscA","2020-04-14T12:45:01.000Z","UCUQo7nzH1sXVpzL92VesANw","Testing a $1300 LED","DIY Perks","28","PT18M41S","hd","false","True","False","708007","31216","1253","0","3434","en"
"UK_200","QvM-OPPRKy4","2020-04-13T16:11:22.000Z","UCSxspw1FZ3K4bhdHhhibhqw","CAN'T TALK FOR 24HRS! *PUNISHMENT! 😡","Dad V Girls","24","PT28M8S","hd","false","True","False","865971","26971","817","0",NULL,NULL
